2020-03-01 at 10:52:22 | INFO | pyAPIStart Up ....
2020-03-01 at 12:51:24 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:51:24 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:51:24 | ERROR | Exception at crud.query query_table_byid(): 'INTEGER' object is not callable 
2020-03-01 at 12:51:37 | DEBUG | query_table_byid():
2020-03-01 at 12:51:37 | DEBUG | tablename: bank_dist
2020-03-01 at 12:51:37 | DEBUG | tbid: 59
2020-03-01 at 12:51:37 | DEBUG | fieldlist: None
2020-03-01 at 12:51:37 | DEBUG | idfiled: age
2020-03-01 at 12:51:37 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:51:39 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:51:39 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:51:39 | DEBUG | metadata exists ....
2020-03-01 at 12:51:40 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:51:41 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:51:41 | DEBUG | metadata exists ....
2020-03-01 at 12:51:41 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:51:41 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:51:41 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:51:41 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:52:52 | DEBUG | query_table_byid():
2020-03-01 at 12:52:52 | DEBUG | tablename: bank_dist
2020-03-01 at 12:52:52 | DEBUG | tbid: 59
2020-03-01 at 12:52:52 | DEBUG | fieldlist: None
2020-03-01 at 12:52:52 | DEBUG | idfiled: age
2020-03-01 at 12:52:52 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:52:55 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:52:55 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:52:55 | DEBUG | metadata exists ....
2020-03-01 at 12:52:56 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:52:58 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:52:58 | DEBUG | metadata exists ....
2020-03-01 at 12:52:58 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:52:58 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:52:58 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:52:58 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:53:17 | DEBUG | query_table_byid():
2020-03-01 at 12:53:17 | DEBUG | tablename: bank_dist
2020-03-01 at 12:53:17 | DEBUG | tbid: 59
2020-03-01 at 12:53:17 | DEBUG | fieldlist: None
2020-03-01 at 12:53:17 | DEBUG | idfiled: age
2020-03-01 at 12:53:17 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:53:21 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:53:21 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:53:21 | DEBUG | metadata exists ....
2020-03-01 at 12:53:24 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:53:25 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:53:25 | DEBUG | metadata exists ....
2020-03-01 at 12:53:25 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:53:25 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:53:25 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:53:25 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:53:25 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x00000222223ADC40> ]
2020-03-01 at 12:59:41 | DEBUG | query_table_byid():
2020-03-01 at 12:59:41 | DEBUG | tablename: bank_dist
2020-03-01 at 12:59:41 | DEBUG | tbid: 59
2020-03-01 at 12:59:41 | DEBUG | fieldlist: None
2020-03-01 at 12:59:41 | DEBUG | idfiled: age
2020-03-01 at 12:59:41 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:59:46 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:59:46 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:59:46 | DEBUG | metadata exists ....
2020-03-01 at 12:59:47 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:59:49 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:59:49 | DEBUG | metadata exists ....
2020-03-01 at 12:59:49 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:59:49 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:59:49 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:59:49 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:59:49 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000027A06845310> ]
2020-03-01 at 13:00:37 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:00:37 | INFO | Query from table test
2020-03-01 at 13:00:37 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:37 | DEBUG | query_table():
2020-03-01 at 13:00:37 | DEBUG | tablename: test
2020-03-01 at 13:00:37 | DEBUG | fieldlist: *
2020-03-01 at 13:00:37 | DEBUG | filter: id=:id and name=:name
2020-03-01 at 13:00:37 | DEBUG | limit: 10
2020-03-01 at 13:00:37 | DEBUG | offset: 0
2020-03-01 at 13:00:37 | DEBUG | order: name desc
2020-03-01 at 13:00:37 | DEBUG | group: name
2020-03-01 at 13:00:37 | DEBUG | count_only: False
2020-03-01 at 13:00:37 | DEBUG | include_count: True
2020-03-01 at 13:00:37 | DEBUG | Connect use uri [ mysql+pymysql://root:passw0rd@192.168.10.15:23306/acmondb ]
2020-03-01 at 13:00:37 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 13:00:37 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:37 | DEBUG | metadata exists ....
2020-03-01 at 13:00:37 | DEBUG | Read Schema: [ acmondb ]
2020-03-01 at 13:00:37 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:37 | DEBUG | metadata exists ....
2020-03-01 at 13:00:37 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:37 | DEBUG | SQL of Query: [ SELECT test.id, test.name, test.phone 
FROM test GROUP BY name ORDER BY name desc 
 LIMIT %(param_1)s, %(param_2)s ]
2020-03-01 at 13:00:37 | DEBUG | SQL of Count: [ SELECT count(test.id) AS col_count 
FROM test ]
2020-03-01 at 13:00:37 | DEBUG | SQL of Query Full : [ SELECT test.id, test.name, test.phone 
FROM test 
WHERE id=%(id)s and name=%(name)s GROUP BY name ORDER BY name desc 
 LIMIT %(param_1)s, %(param_2)s ]
2020-03-01 at 13:00:37 | DEBUG | SQL of Count Full : [ SELECT count(test.id) AS col_count 
FROM test 
WHERE id=%(id)s and name=%(name)s ]
2020-03-01 at 13:00:37 | DEBUG | Select Count Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C02A6AC0> ]
2020-03-01 at 13:00:37 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C0248BE0> ]
2020-03-01 at 13:00:37 | INFO | {'record_count': 1, 'data': [{'id': 3, 'name': 'sdf', 'phone': '234565'}]}
2020-03-01 at 13:00:37 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:37 | DEBUG | query_table_byid():
2020-03-01 at 13:00:37 | DEBUG | tablename: test
2020-03-01 at 13:00:37 | DEBUG | tbid: 3
2020-03-01 at 13:00:37 | DEBUG | fieldlist: None
2020-03-01 at 13:00:37 | DEBUG | idfiled: None
2020-03-01 at 13:00:37 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:37 | DEBUG | metadata exists ....
2020-03-01 at 13:00:37 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:37 | DEBUG | Primarykey select string : [ id=:id ]
2020-03-01 at 13:00:37 | DEBUG | Primarykey select param : [ {'id': 3} ]
2020-03-01 at 13:00:38 | DEBUG | SQL of Query: [ SELECT test.id, test.name, test.phone 
FROM test 
WHERE id=%(id)s 
 LIMIT %(param_1)s ]
2020-03-01 at 13:00:38 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C02C76D0> ]
2020-03-01 at 13:00:38 | INFO | {'data': [{'id': 3, 'name': 'sdf', 'phone': '234565'}]}
2020-03-01 at 13:00:38 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:00:38 | INFO | Insert into table test
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C033C6D0> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 432}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C032E0A0> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 433}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C02BDB20> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 434}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C0250A30> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 435}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'single','phone':'phonnum-123'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ {'name': 'single', 'phone': 'phonnum-123'} ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C0381070> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 436}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C039BB20> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 437}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C03A8B50> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 439}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C037B700> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 441}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C02481C0> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 443}
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | post_table():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: <built-in function id>
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: [{'name':'multiple1','phone':'mphone-123'},{'name':'multiple2','phone':'mphone-345'}]
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | SQL of Insert: [ INSERT INTO test (id, name, phone) VALUES (%(id)s, %(name)s, %(phone)s) ]
2020-03-01 at 13:00:38 | DEBUG | Insert Values: [ [{'name': 'multiple1', 'phone': 'mphone-123'}, {'name': 'multiple2', 'phone': 'mphone-345'}] ]
2020-03-01 at 13:00:38 | DEBUG | Insert Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001C5C03C4DC0> ]
2020-03-01 at 13:00:38 | INFO | {'insert_row_id': 445}
2020-03-01 at 13:00:38 | INFO | = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = 
2020-03-01 at 13:00:38 | INFO | Update record in table test
2020-03-01 at 13:00:38 | INFO | * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 
2020-03-01 at 13:00:38 | DEBUG | put_table_by_id():
2020-03-01 at 13:00:38 | DEBUG | tablename: test
2020-03-01 at 13:00:38 | DEBUG | idfiled: id
2020-03-01 at 13:00:38 | DEBUG | idvalue: 120
2020-03-01 at 13:00:38 | DEBUG | fieldvalue: {'name':'newname0'}
2020-03-01 at 13:00:38 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:00:38 | DEBUG | metadata exists ....
2020-03-01 at 13:00:38 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:00:38 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:00:38 | ERROR | Exception at crud.update put_table_by_id(): 
2020-03-01 at 13:01:35 | DEBUG | put_table_by_id():
2020-03-01 at 13:01:35 | DEBUG | tablename: test
2020-03-01 at 13:01:35 | DEBUG | idfiled: id
2020-03-01 at 13:01:35 | DEBUG | idvalue: 35
2020-03-01 at 13:01:35 | DEBUG | fieldvalue: {'name':'zhjjj'}
2020-03-01 at 13:01:35 | DEBUG | Connect use uri [ mysql+pymysql://root:passw0rd@192.168.10.15:23306/acmondb ]
2020-03-01 at 13:01:35 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 13:01:35 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:01:35 | DEBUG | metadata exists ....
2020-03-01 at 13:01:35 | DEBUG | Read Schema: [ acmondb ]
2020-03-01 at 13:01:35 | DEBUG | MetaData(bind=Engine(mysql+pymysql://root:***@192.168.10.15:23306/acmondb))
2020-03-01 at 13:01:35 | DEBUG | metadata exists ....
2020-03-01 at 13:01:35 | DEBUG | Table Columns: ['test.id', 'test.name', 'test.phone']
2020-03-01 at 13:01:35 | DEBUG | Primarykey select string : [ id=:up_b_id ]
2020-03-01 at 13:01:35 | ERROR | Exception at crud.update put_table_by_id(): 
2020-03-01 at 13:36:18 | DEBUG | put_table_by_id():
2020-03-01 at 13:36:18 | DEBUG | tablename: test
2020-03-01 at 13:36:18 | DEBUG | idfiled: id
2020-03-01 at 13:36:18 | DEBUG | idvalue: 35
2020-03-01 at 13:36:18 | DEBUG | fieldvalue: {'name':'zhjjj'}
2020-03-01 at 13:36:18 | DEBUG | Connect use uri [ mysql+pymysql://root:passw0rd@192.168.10.15:23306/acmondb ]
2020-03-01 at 13:36:18 | DEBUG | Metafile does not exists, generate it from database ...
